PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Voter_Information_Pamphlet
C,Equipment Lease Financing,June,5,1990,06/05/1990 12:00:00 AM,"Shall the Board of Supervisors, without voter approval and subject to specified debt limits, be authorized to approve the lease financing of equipment from a nonprofit corporation, if the Controller certifies that the net interest cost to the City would be lower than under other types of lease financing?",P,85097,41469,0.67,0.33,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
D,Neighborhood Beautification Fund,June,5,1990,06/05/1990 12:00:00 AM,"Shall the City create a Neighborhood Beautification and Graffiti Clean-Up fund to pay for beautifying City neighborhoods and cleaning up graffiti, allowing businesses to direct up to one percent of their business tax to the fund, this percentage to be adjusted annually so that $1 million is available in the fund each year?",P,71076,61812,0.53,0.47,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
E,Withdrawn,June,5,1990,06/05/1990 12:00:00 AM,Withdrawn,Not Available in Public Library's official records,,,,,,Withdrawn,Withdrawn,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
F,Minimum Firefighter Staffing,June,5,1990,06/05/1990 12:00:00 AM,"Shall the minimum number of fire stations and levels of staffing for the Fire Department be specified in the Charter, and shall the closing of any fire station or deactivation of any fire company or unit be subject to prior approval by the Fire Commission, Board of Supervisors and San Francisco voters?",F,64872,70295,0.48,0.52,50%+1,Charter Amendment,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
G,Former Supervisor Health Benefits,June,5,1990,06/05/1990 12:00:00 AM,"Shall the Board of Supervisors be authorized to allow former Supervisors to remain in the City's Health Service System, if they pay full cost?",P,86245,45332,0.66,0.34,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
H,Fire Inspector and Engineer Retirement Benefits,June,5,1990,06/05/1990 12:00:00 AM,"Shall the Board of Supervisors have authority to contract with the State Public Employees Retirement System (PERS) to make City fire safety inspectors and fire protection engineers members of PERS instead of the City Retirement System, provided there is no additional cost to the City?",P,92534,31329,0.75,0.25,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
I,Retired Teachers Consulting Contracts,June,5,1990,06/05/1990 12:00:00 AM,Shall retired teachers in the City retirement system be allowed to enter into consulting contracts with the San Francisco Unified School District or San Francisco Community College District without losing their retirement benefits?,P,95371,31305,0.75,0.25,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
J,Human Rights Commission,June,5,1990,06/05/1990 12:00:00 AM,Shall the Human Rights commission be made a Charter commission and shall its size be reduced from fifteen to eleven members?,P,78308,41821,0.65,0.35,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
K,Seven Member Commissions,June,5,1990,06/05/1990 12:00:00 AM,"Shall the size of the Police, Fire, Social Services, Port, Public Utilities, Civil Service, Airports and Parking and Traffic Commission, and the Board of Permit Appeals, be increased from five to seven members?",F,48646,79000,0.38,0.62,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
A,Early Retirement,November,5,1991,11/05/1991 12:00:00 AM,"Shall the City provide early retirement incentives during February and March 1992 to reduce its workforce and shall there be restrictions on the City's ability to replace certain early retirees until July 1, 1993?",P,139053,38794,0.78,0.22,50%+1,Charter Amendment,,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
L,Commissioner Residency Requirement,June,5,1990,06/05/1990 12:00:00 AM,"Shall the requirement that members of Charter boards and commissions be City residents and electors be extended to the members of other City boards, commissions, and advisory bodies, provided that this requirement would not apply to certain enumerated boards or where a person with special experience, skills or qualifications is required and no eligible San Francisco resident can be found?",P,62949,52875,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
M,Commission Gender Composition,June,5,1990,06/05/1990 12:00:00 AM,"Shall the Charter be amended to create a goal that no board or commission appointed by the Mayor or otherwise provided by the Charter, except the Commission on the Status of Women, shall have more than a simple majority of members of the same sex?",F,46849,72953,0.39,0.61,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
N,Two-Term Limit for Supervisors,June,5,1990,06/05/1990 12:00:00 AM,"Shall persons be prohibited from serving more than two consecutive four-year terms on the Board of Supervisors, and be prohibited from serving as a Supervisor again until four years have elapsed, provided that Supervisors holding office on July 1, 1990 would be considered to have served one full four-year term in office when their current terms end?",P,78998,54799,0.59,0.41,50%+1,Charter Amendment,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
O,Hypodermic Syringes,June,5,1990,06/05/1990 12:00:00 AM,"Shall it be the policy of the people of San Francisco to call upon the State Legislature to eliminate all criminal and civil penalties on the manufacture, use, sale or distribution of hypodermic needles?",P,68139,59663,0.53,0.47,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/June5_1990short.pdf
A,"Correctional Facilities Improvement Bonds, 1990",November,6,1990,11/06/1990 12:00:00 AM,"To incur a bonded indebtedness of $16,500,000 to pay for correctional facilities to be constructed or reconstructed partially from state grants and partially from matching funds from bonds to be issued under this proposition.",P,135528,60086,0.69,0.31,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
B,"Youth Guidance Center System Improvement Bonds, 1990",November,6,1990,11/06/1990 12:00:00 AM,"To incur a bonded indebtedness of $73, 800,000 for the construction and reconstruction of a Youth Guidance Center of the City and County of San Francisco; provided, however, that $2,000,000 be set aside for the acquisition and reconstruction of community based facilities.",F,115830,82003,0.59,0.41,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
C,Port Revenue Bond Procedures,November,6,1990,11/06/1990 12:00:00 AM,"Shall the repayment of bonds be made the Port's highest spending priority, and shall the Port Commission be allowed, with Board of Supervisors' approval but without voter approval, to issue revenue bonds under rules adopted by the Port Commission?",F,71593,110108,0.39,0.61,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
D,Police and Fire Bargaining and Arbitration,November,6,1990,11/06/1990 12:00:00 AM,"Shall the wages, hours, benefits and working conditions for police officers, firefighters and airport police be set by collective bargaining, with disputes decided by final and binding arbitration?",P,104655,85812,0.55,0.45,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
E,Nuclear Free Zone,November,6,1990,11/06/1990 12:00:00 AM,"Shall the Charter be amended to (1) prohibit the City, with certain exceptions, from doing business with or having investments in any company (or affiliate) engaged in any work on nuclear weapons systems or components; (2) prohibit nuclear weapons work in the City; (3) subject the transport of high-level radioactive materials to certain regulations; and (4) create a nine-member elected commission with specified powers to oversee this measure's requirements?",F,64429,128977,0.33,0.67,50%+1,Charter Amendment,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
F,Airport Police Retirement Benefits,November,6,1990,11/06/1990 12:00:00 AM,"Shall the Board of Supervisors be allowed to contract with the California Public Employees' Retirement System to allow Airport Police to retire at age 50 with full benefits, even if there is a net increase in cost to the City?",F,89233,100646,0.47,0.53,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
G,Adult Probation Confidential Secretary,November,6,1990,11/06/1990 12:00:00 AM,"Shall the Adult Probation Officer be allowed to appoint a Confidential Secretary, who would serve at the pleasure of the Adult Probation Officer?",F,85835,97585,0.47,0.53,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
H,Waterfront Land Use Plan,November,6,1990,11/06/1990 12:00:00 AM,"Shall the City be required to prepare a ""Waterfront Land Use Plan"", shall hotels and other uses determined to be ""Unacceptable Non-Maritime Land Uses"" be prohibited on the waterfront and shall the City be prohibited from taking any action on certain types of new developments until this Plan is prepared?",P,97183,95415,0.5,0.5,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
I,Mission Bay,November,6,1990,11/06/1990 12:00:00 AM,"Shall 4.8 million square feet of office space in Mission Bay be exempt from the annual limit on new office space, if the City approves an agreement which requires housing, economic development, parks and public facilities, environmental clean-up, and other minimum requirements?",F,99698,100291,0.5,0.5,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
J,Housing Affordability Fund,November,6,1990,11/06/1990 12:00:00 AM,"Shall an ordinance be adopted making it City policy for the Board of Supervisors to appropriate at least $15 million each year, adjusted for inflation, to the Housing Affordability Fund, provided that $5 million may be appropriated in years where extraordinary circumstances warrant it?",F,87023,101990,0.46,0.54,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
K,Domestic Partners,November,6,1990,11/06/1990 12:00:00 AM,"Shall two unmarried, unrelated people over the age of 18 who live together and agree to be jointly responsible for their basic living expenses be allowed to formally establish their relationship as a ""domestic partnership""?",P,112563,95864,0.54,0.46,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1990short.pdf
B,Collective Bargaining,November,5,1991,11/05/1991 12:00:00 AM,"Shall the City, instead of setting salaries each year by formula, be allowed to bargain collectively over wages and benefits with certain City employee organizations, with disagreements resolved by arbitration which can be overturned by 2/3 of the Board of Supervisors?",P,96126,78950,0.55,0.45,50%+1,Charter Amendment,,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
C,Civil Service Rules,November,5,1991,11/05/1991 12:00:00 AM,Shall certain Civil Service hiring regulations be removed from the Charter and placed under the control of the Civil Service Commission?,P,98473,67254,0.59,0.41,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
D,Civil Service Eligibles,November,5,1991,11/05/1991 12:00:00 AM,"Shall the Charter be amended to give the same hiring rights to all applicants with the same score on a civil service list, and shall the Civil Service Commission be authorized to adopt rules increasing the number of applicants on a civil service list who may be considered for employment?",P,115412,51952,0.69,0.31,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
E,Discharge of Civil Service Employees,November,5,1991,11/05/1991 12:00:00 AM,"Shall City departments be allowed to terminate employees subject to appeal to an outside hearing officer, and shall the City be allowed to agree to alternative procedures for terminating employees, including binding arbitration?",P,107689,60158,0.64,0.36,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
F,Military Reservists,November,5,1991,11/05/1991 12:00:00 AM,"Shall the Board of Supervisors be allowed, when requested by the Mayor, to pay City employees the difference between their City salary and their military salary for up to 180 days while they are on active duty under extraordinary circumstances, if certain conditions are met?",P,114683,57211,0.67,0.33,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
G,Housing Authority Police,November,5,1991,11/05/1991 12:00:00 AM,Shall Housing Authority police officers be allowed to become San Francisco police officers if they meet state and City requirements?,P,104391,67909,0.61,0.39,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
H,Deputy Mayor Ban,November,5,1991,11/05/1991 12:00:00 AM,"Shall the City be prohibited from employing on behalf of the Mayor any employee, including a deputy to the Mayor, whose duties include supervising any City department, and shall compensation of Mayor's Office employees be limited to 70% of the Mayor's compensation?",P,114583,56217,0.67,0.33,50%+1,Charter Amendment,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
I,Appointment of Minors to Boards,November,5,1991,11/05/1991 12:00:00 AM,"Shall the Charter be amended to allow San Francisco residents under 18 to be appointed to a board, commission or advisory body if the law creating that body provides for such appointments?",F,72491,100272,0.42,0.58,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
J,Children's Fund,November,5,1991,11/05/1991 12:00:00 AM,"Shall the City be required to create a Children's Fund, to be used only for certain additional services for children, by placing a certain amount of property tax revenues in the Fund annually for ten years, and shall the City be required to prepare an annual Children's Services Plan setting goals for the Fund?",P,95913,80246,0.54,0.46,50%+1,Charter Amendment,,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
K,Domestic Partners Repeal,November,5,1991,11/05/1991 12:00:00 AM,"Shall the City repeal the ordinance which allows two unmarried, unrelated adults who live together and agree to be jointly responsible for their basic living expenses to formally establish their relationship as a ""domestic partnership""?",F,75320,108926,0.41,0.59,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
L,Phelan Avenue Use,November,5,1991,11/05/1991 12:00:00 AM,"Shall the ordinance rezoning the Phelan Loop located at Ocean and Phelan streets across for City College from ""P"" (Public Use District) to ""NC-2"" (Small Scale Neighborhood Commercial District) be adopted?",F,74955,89834,0.45,0.55,50%+1,Ordinance,Referendum,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
M,Vacancy Control,November,5,1991,11/05/1991 12:00:00 AM,"Shall the City's rent control ordinance be amended to limit the amount a landlord may charge a new tenant to no more than 10% to 14% above the rent paid by the previous tenant, provided that the landlord could get additional increases if certain conditions are met?",F,81656,103586,0.44,0.56,50%+1,Ordinance,Referendum,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
N,Condominiums,November,5,1991,11/05/1991 12:00:00 AM,"Shall the City law that limits the type of buildings and number of units (200 annually) eligible for condominium conversion be amended to create a parallel procedure that makes all residential rental buildings eligible for conversion with no annual limit, and without regard to certain other restrictions in current law, if at least 51% of the tenants give written approval, the building owner provides for 90%financing, the tenant is offered first chance to by the unit at 75% of market value, and certain other conditions are met?",F,57874,115642,0.33,0.67,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
O,First Amendment,November,5,1991,11/05/1991 12:00:00 AM,Shall it be the policy of the People of San Francisco to affirm the City's unqualified support for the First Amendment right to freedom of expression?,P,122563,46521,0.72,0.28,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
P,Hemp Medication,November,5,1991,11/05/1991 12:00:00 AM,Shall it be the policy of the People of San Francisco to recommend that the State of California and the California Medical Association restore hemp medical preparations to the list of available medicines?,P,136492,35732,0.79,0.21,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
Q,Federal Budget Priorities,November,5,1991,11/05/1991 12:00:00 AM,Shall it be the policy of the People of San Francisco for the federal government to reduce the military budget by 10% each year for the next 5 years and use the savings to better provide certain specified health and social welfare services and programs?,P,107724,66321,0.62,0.38,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1991short.pdf
A,School Sales Tax,December,10,1991,12/10/1991 12:00:00 AM,Shall an ordinance of the San Francisco Educational Financing Authority be adopted so as to 1) approve a transactions and use tax of one quarter of one percent for a limited term for the general purpose of providing financial assistance to the San Francisco Unified School District and the San Francisco Community College District; 2) approve an increase in the California Constitution Article XIIIB appropriations limit for said districts in an amount equal to or greater than the revenue derived by each district from the transactions and use tax for the same fiscal year?,P,97461,79087,0.55,0.45,55%,School District Tax,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/December10_1991.pdf
A,"Golden Gate Park Bonds $76,300,000",June,2,1992,06/02/1992 12:00:00 AM,"To incur a bonded indebtedness of $76,300,000 to pay the cost of the construction or reconstruction of repair, reforestation and rehabilitation of Golden Gate Park including water system supply and irrigation, lakes and water courses, utilities including street and security lighting, repair and rehabilitation of park features, landscaping, rest rooms including disabled access thereto.",P,120197,44904,0.73,0.27,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
B,"Civic Center Plaza Bonds $26,700,000",June,2,1992,06/02/1992 12:00:00 AM,"To incur a bonded indebtedness of $26,700,000 for improvements to the Civic Center Plaza and Fulton Street Mall, landscaping and street lighting surrounding the City Hall and area adjacent thereto.",F,70809,88664,0.44,0.56,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
C,"Civic Center Garage Bonds $24,000,000",June,2,1992,06/02/1992 12:00:00 AM,"To incur a bonded indebtedness of $24,000,000 to pay for the enlargement of the Civic Center Parking Garage or construction of a parking garage adjacent thereto, including asbestos abatement and providing access for the disabled.",F,56753,98865,0.36,0.64,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
D,"Civic Center Heating System Bonds $21,220,000",June,2,1992,06/02/1992 12:00:00 AM,"To incur a bonded indebtedness of $21,220,000 to pay the cost of construction or reconstruction of a heating system within the Civic Center area including pipelines and hot water boiler system.",F,63514,91551,0.41,0.59,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
E,"Infrastructure Fund, 12 years (1993-2005)",June,2,1992,06/02/1992 12:00:00 AM,"Shall the City be required to set aside a certain percentage of its General Fund each year for 12 years (1993-2005) to be used solely to pay for certain types of capital projects, such as the construction, maintenance and purchase of City buildings and other public properties?",F,59870,91230,0.4,0.6,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
F,County Clerk,June,2,1992,06/02/1992 12:00:00 AM,"Shall the duties and personnel of the County Clerk be transferred from the Clerk of the Superior Court to the Department of Governmental Services, under the supervision of the Chief Administrative Officer?",P,85791,52177,0.62,0.38,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
G,Chief Zoo Veterinarian,June,2,1992,06/02/1992 12:00:00 AM,"Shall the Chief Zoo Veterinarian be appointed and hold office at the pleasure of the General Manager of Recreation and Park Department, subject to the approval of the Recreation and Park Commission, rather than under civil service rules?",P,84079,63162,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
H,Inventory Control,June,2,1992,06/02/1992 12:00:00 AM,"Shall the Purchaser no longer be required to maintain an inventory of all materials, supplies and equipment for other City departments, leaving the responsibility for maintaining such inventories to individual City departments?",P,71241,70389,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
I,"Dividing California Into Two States, Northern and Southern",June,2,1992,06/02/1992 12:00:00 AM,Shall it be the policy of the people of the City and County of San Francisco to support dividing California into a northern California state and a southern California state?,F,58707,95812,0.38,0.62,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
J,San Francisco in Northern California if state divided in two,June,2,1992,06/02/1992 12:00:00 AM,Shall it be the policy of the people of the City and County of San Francisco for San Francisco to be part of the northern California state if California is divided into a northern California state and a southern California state?,P,97448,57052,0.63,0.37,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1992short.pdf
A,"Earthquake Safety Loan Bonds $350,000,000",November,3,1992,11/03/1992 12:00:00 AM,"To incur a bonded indebtedness of $350,000,000 to provide loans for the seismic strengthening of unreinforced masonry buildings devoted to affordable housing and to market-rate residential, commercial and institutional uses and to pay necessary administrative costs incidental thereto.",P,197128,84735,0.7,0.3,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
B,"San Bruno Jail Bonds $158,100,000",November,3,1992,11/03/1992 12:00:00 AM,"To incur bonded indebtedness of $158,100,000 to pay the cost of construction or reconstruction of correctional facilities to replace the existing San Bruno jail facilities, including replacement housing, associated health and safety improvements and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",F,156851,116872,0.57,0.43,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
C,"Fire Department Bonds $40,800,000",November,3,1992,11/03/1992 12:00:00 AM,"To incur bonded indebtedness of $40,800,000 to pay the cost of construction and reconstruction of Fire Department facilities, including seismic strengthening, asbestos abatement, disabled access, separate bathroom and changing areas for male and female firefighters and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",P,188680,87229,0.68,0.32,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
E,Spousal Pension Benefits,November,2,1993,11/02/1993 12:00:00 AM,Shall the surviving spouses of deceased employees who qualify for a pension be allowed to continue receiving a pension upon remarriage?,F,65323,77058,0.46,0.54,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
D,Health Department Lease Financing,November,3,1992,11/03/1992 12:00:00 AM,"Shall the Board of Supervisors, without voter approval and subject to specified debt limits, be authorized to approve the lease financing of equipment and improvement to land and buildings, to be used by or for the Department of Health, if the Controller certifies that certain conditions are met?",F,132154,132998,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
E,Collective Bargaining Start Date,November,3,1992,11/03/1992 12:00:00 AM,Shall City employee organizations that choose collective bargaining be allowed to begin negotiating with the City immediately instead of being required to wait nine months before beginning to negotiate?,P,193202,70499,0.73,0.27,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
F,Retirement Allowance Increase,November,3,1992,11/03/1992 12:00:00 AM,"Shall the City increase the monthly retirement allowance of City workers who retired before July 2, 1967 by $75, and of those who retired since then by a lesser amount, proportionate to the number of years the worker has been retired?",P,148712,123083,0.55,0.45,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
G,Retirement Plan Transfers,November,3,1992,11/03/1992 12:00:00 AM,Shall the Board of Supervisors be authorized to allow miscellaneous employees who become police officers or firefighters to keep the retirement credit they earned as miscellaneous employees?,P,199928,68233,0.75,0.25,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
H,Allowable Rent Increases,November,3,1992,11/03/1992 12:00:00 AM,Shall the City's Rent Control Ordinance be amended to change the range of allowable annual rent increase based upon the Consumer Price Index from 4% - 7% maximum to 0% - 7% maximum?,P,143761,128193,0.53,0.47,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
I,Withdrawn,November,3,1992,11/03/1992 12:00:00 AM,Withdrawn,Not Available in Public Library's official records,,,,,,Withdrawn,Withdrawn,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
J,Aggressive Panhandling,November,3,1992,11/03/1992 12:00:00 AM,Shall a person be prohibited from closely following another person while requesting money or other thing of value after the person being followed has made it known that he or she does not want to give any money or thing of value?,P,152982,123852,0.55,0.45,50%+1,Ordinance,Mayor,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
K,Health Maintenance Organization (HMO) District,November,3,1992,11/03/1992 12:00:00 AM,"Shall a special use district be created on the western 3/4 of the block bounded by Geary Boulevard, Broderick, Garden and Divisadero streets to permit the development of out-patient facilities operated by and affiliated with a health maintenance organization not allowed under current zoning restrictions?",P,137537,125881,0.52,0.48,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
L,Farmers' Market Zoning Restrictions,November,3,1992,11/03/1992 12:00:00 AM,"Shall the City, for the next 20 years, be prohibited from allowing any construction on or use of the land used by the Bernal Heights Farmers' Market and the hillside next to it except for the purposes related to the operation of the Farmers' Market?",F,105678,165559,0.39,0.61,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1992short.pdf
A,School Sales Tax,June,15,1993,06/15/1993 12:00:00 AM,Shall an ordinance of the San Francisco Educational Financing Authority be adopted so as to 1) approve a transactions and use tax of one quarter of one percent for a limited term for the general purpose of providing financial assistance to the San Francisco Unified School District and the San Francisco Community College District; 2) approve an increase in the California Constitution Article XIIIB appropriations limit for said districts in an amount equal to or greater than the revenue derived by each district from the transactions and use tax for the same fiscal year?,P,59547,21108,0.74,0.26,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June15_1993.pdf
A,"Cultural Facilities Bonds $98,045,000",November,2,1993,11/02/1993 12:00:00 AM,"To incur a bonded indebtedness of $98,045,000 for certain cultural facilities improvements, including improvements to Asian Art Museum, Steinhart Aquarium, Mission Cultural Center, Bayview Opera House, Center for African and African-American Art and Culture - Western Addition, South of Market Cultural Center, Art Commission Gallery, Gay/Lesbian Cultural Center and the Palace of Fine Arts (Exploratorium).",F,88721,56277,0.61,0.39,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
AA,Public Officials and Employees Ride Public Transit,November,2,1993,11/02/1993 12:00:00 AM,Shall it be the policy of the people of San Francisco that all City officials and full-time employees travel to and from work on public transit at least twice a week?,P,91387,49210,0.65,0.35,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
B,"Street and Traffic Safety Bonds $68,000,000",November,2,1993,11/02/1993 12:00:00 AM,"To incur a bonded indebtedness of $68,000,000 for street, sidewalk, lighting, traffic safety and utility improvements.",F,84375,59545,0.59,0.41,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
BB,Police Puppet,November,2,1993,11/02/1993 12:00:00 AM,Shall it be the policy of the people of San Francisco to allow Police Officer Bob Geary to decide when he may use his puppet Brendan O'Smarty while on duty?,P,70374,67857,0.51,0.49,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
C,Sales Tax,November,2,1993,11/02/1993 12:00:00 AM,"Shall an ordinance be adopted approving a 1/2 percent sales tax in San Francisco which (1) could be used by the City for any purpose, and (2) would go into effect only if the state sales tax proposition is not approved in this election?",F,70898,73222,0.49,0.51,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
D,Police and Fire Early Retirement,November,2,1993,11/02/1993 12:00:00 AM,Shall police officers and firefighters be encouraged to retire early in 1994 by treating them as if the worked two years longer and were two years older?,F,63193,78315,0.45,0.55,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
F,Police and Fire Retirement Benefit Modifications,November,2,1993,11/02/1993 12:00:00 AM,"Shall the Board of Supervisors, by a vote of eight of its members, be allowed to change retirement benefits for police officers and firefighters, and to contract to make police officers and firefighters members of the State Public Employees Retirement System instead of the City retirement system?",F,50858,86734,0.37,0.63,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
